response,intent
paralyzed,negative
floored,negative
unnaturally,negative
ambitiously,positive
indulgence,positive
"I met my bestfriend after 1 year, we only used to talk on the phone for the past 1 year",positive
confrontational,negative
brainwash,negative
tease,negative
womanizing,negative
saintliness,positive
heros,positive
incorrect,negative
inexcusable,negative
usurp,negative
I feel like a king.,positive
I am feeling lonely,negative
objection,negative
charismatic,positive
apocalypse,negative
skimpy,negative
outdone,positive
sensitive,positive
inflammation,negative
wealthy,positive
stimulates,positive
advocate,positive
foresight,positive
pettifog,negative
tenacious,positive
bashful,negative
reject,negative
impeach,negative
illumine,positive
fairly,positive
puny,negative
contend,negative
judders,negative
disrespectablity,negative
disarray,negative
fashionably,positive
vigilant,positive
discompose,negative
faltered,negative
crook,negative
elite,positive
vibrant,positive
well-positioned,positive
lacking,negative
plotters,negative
gainsayer,negative
unsuccessfully,negative
shimmy,negative
I feel unconfident as I have stage fright and whenever I fumble someone in the audience makes fun of it,negative
elate,positive
exquisite,positive
cleverly,positive
crude,negative
indecisively,negative
clears,positive
disobedience,negative
butchery,negative
mess,negative
I met my girlfriend and she brought my favourite movie and my favourite ice cream,positive
anemic,negative
draconian,negative
free,positive
tarnished,negative
traitorously,negative
pervasive,negative
untested,negative
ill-mannered,negative
self-humiliation,negative
I am happy as I was first my semester exams due to my hardwork which I was doing the whole semester,positive
disturbed,negative
mistrust,negative
idiots,negative
virulence,negative
I am feeling energetic,positive
chide,negative
prosper,positive
scandalize,negative
I got bullied today,negative
non-violent,positive
My pet died today,negative
inestimably,positive
subjected,negative
I am feeling lively,positive
irreparable,negative
fans,positive
envy,positive
joker,negative
I do not feel like doing anything,negative
beneficent,positive
perplexing,negative
capably,positive
over-awe,negative
cataclysmically,negative
writhe,negative
decadent,negative
dissing,negative
dynamic,positive
I am feeling joyful,positive
outshone,positive
succumb,negative
My boss scolded me for my work,negative
thank,positive
enflame,negative
bum,negative
unreliability,negative
omit,negative
conflicts,negative
atrocious,negative
inexplainable,negative
lapse,negative
fictional,negative
unjust,negative
infections,negative
self-determination,positive
pluses,positive
nonexistent,negative
best,positive
I received a prize in the competition today,positive
golden,positive
rock-star,positive
grainy,negative
comical,negative
uglier,negative
macabre,negative
stigma,negative
touts,negative
scar,negative
simplifying,positive
effusion,positive
irredeemable,negative
indefensible,negative
irreproachable,positive
freezes,negative
lunatic,negative
thorny,negative
crass,negative
deplore,negative
curses,negative
error,negative
poignant,positive
luxurious,positive
beleaguer,negative
inhibition,negative
fist,negative
spendy,negative
villainous,negative
marvelously,positive
unknown,negative
failure,negative
uncooperative,negative
powerfully,positive
adversity,negative
foremost,positive
obsessive,negative
spews,negative
resourcefulness,positive
decisive,positive
misreading,negative
cry,negative
nauseate,negative
badly,negative
neat,positive
astonishing,positive
toll-free,positive
gracelessly,negative
escapade,negative
trap,negative
admirer,positive
deservedly,positive
debilitating,negative
woebegone,negative
pleasure,positive
upgradable,positive
reluctance,negative
repulsive,negative
egotistical,negative
mistakenly,negative
cons,negative
timidness,negative
helplessness,negative
lethargy,negative
dismayed,negative
I cannot impress my hr and my boss with my work,negative
hug,positive
meddle,negative
readable,positive
mesmerizes,positive
mawkish,negative
I cannot talk to my friends about my problems as they would not understand,negative
hardier,positive
egotistically,negative
brute,negative
disappointment,negative
tumble,negative
emaciated,negative
empathize,positive
indolent,negative
lush,positive
spiritless,negative
humming,negative
disses,negative
suffices,positive
hacks,negative
I'm so glad I didn't have to go to work today.,positive
useful,positive
rife,negative
horrific,negative
illuminating,positive
debauchery,negative
a+,positive
mocks,negative
demonic,negative
inspirational,positive
slick,positive
undercutting,negative
poetic,positive
oppression,negative
ugly,negative
Me and my bros went out to play in the ground after bunking the class. It was hell lot of fun,positive
pale,negative
darker,negative
ruins,negative
stupid,negative
distasteful,negative
unlamentably,negative
tentative,negative
tyrannically,negative
disasterous,negative
downside,negative
dissatisfactory,negative
disapointing,negative
matte,negative
irrational,negative
backward,negative
advanced,positive
disprove,negative
dust,negative
taunt,negative
thumb-up,positive
tangle,negative
relapse,negative
harasses,negative
irretrievable,negative
rusty,negative
delighted,positive
assuredly,positive
splitting,negative
cripples,negative
heinous,negative
illicit,negative
indifference,negative
smack,negative
peevish,negative
refutation,negative
aborts,negative
I am a disappointment for my family as I cannot match the capabilities of my sister,negative
harmonize,positive
cutthroat,negative
mists,negative
sags,negative
trauma,negative
marvellous,positive
cringes,negative
impudence,negative
flexible,positive
coherent,positive
distaste,negative
diplomatic,positive
unbearable,negative
discontinued,negative
My parents are proud of me,positive
hassled,negative
diabolically,negative
discrimination,negative
horrendous,negative
villainously,negative
accomplishments,positive
gratifyingly,positive
annihilate,negative
optimal,positive
inconsequent,negative
extraordinarily,positive
underpowered,negative
irksome,negative
I met my boyfriend and we went on a bike ride by the lakeside where he proposed me,positive
superiority,positive
destroy,negative
undue,negative
resent,negative
nastiness,negative
immature,negative
ready,positive
massacres,negative
pretense,negative
worsen,negative
carnage,negative
stunt,negative
intuitive,positive
niggle,negative
improbability,negative
evocative,positive
high-spirited,positive
innovation,positive
dizzy,negative
puzzled,negative
lead,positive
fave,positive
enticing,positive
blameworthy,negative
scandals,negative
impose,negative
knock,negative
bothers,negative
My teacher never scolds anyone,positive
choleric,negative
I got scoldings for not completing my homework,negative
freak,negative
wellbeing,positive
pure,positive
glory,positive
cohesive,positive
pokey,negative
washed-out,negative
peevishly,negative
bumping,negative
amusing,positive
contravene,negative
idiotically,negative
painless,positive
majestic,positive
inaccuracy,negative
satisfactorily,positive
ineloquent,negative
recovery,positive
misfit,negative
unfriendly,negative
compassion,positive
expulse,negative
frustration,negative
obstruct,negative
fervid,positive
insecurity,negative
deterrent,negative
dissatisfied,negative
squander,negative
goad,negative
beckoned,positive
bothersome,negative
inescapably,negative
deaf,negative
I can do it,positive
insanely,negative
licentiously,negative
mysterious,negative
well-bred,positive
torturously,negative
leak,negative
thoughtful,positive
rremediable,negative
quieter,positive
languorous,negative
unorthodox,negative
zippy,positive
quarrellous,negative
unsafe,negative
piety,positive
alienate,negative
unseemly,negative
classy,positive
easy,positive
positively,positive
abrupt,negative
smitten,positive
shame,negative
dummy-proof,positive
unimportant,negative
lewd,negative
ugliness,negative
profane,negative
degradation,negative
jitter,negative
aspire,positive
sensation,positive
primitive,negative
amiability,positive
indebted,positive
wail,negative
profuse,positive
fume,negative
dense,negative
scratchy,negative
harsh,negative
bewildering,negative
ire,negative
roomy,positive
wrinkled,negative
marveled,positive
dirt,negative
stumble,negative
fervor,positive
fortuitously,positive
indoctrination,negative
horrify,negative
posturing,negative
stumbles,negative
bulky,negative
deviousness,negative
brazenly,negative
intrigue,positive
diabolical,negative
inescapable,negative
unscrupulously,negative
equivocal,negative
reverently,positive
well-backlit,positive
rip,negative
revere,positive
disdainfully,negative
smallish,negative
spiritual,positive
hassle,negative
fruitless,negative
skeptical,negative
pout,negative
headache,negative
transparent,positive
breakthroughs,positive
venerate,positive
boisterous,negative
ideal,positive
obsessively,negative
beckon,positive
bombard,negative
liable,negative
advantage,positive
responsive,positive
I'm so beautiful  that every model agency wants to hiire me and want to cast me as their lead,positive
mar,negative
I love my sister,positive
precarious,negative
savior,positive
abruptly,negative
starvation,negative
scrambles,negative
harpy,negative
woe,negative
ineffectually,negative
clunky,negative
dexterous,positive
vociferously,negative
inadverently,negative
uninsured,negative
there is no fun in attending school classes everyday,negative
simplifies,positive
I am feeling gloomy,negative
avaricious,negative
puzzling,negative
agreeableness,positive
aspirations,positive
chaste,positive
overstated,negative
dubiously,negative
intrusion,negative
insufferably,negative
attractively,positive
uplifting,positive
beastly,negative
praise,positive
exaltedly,positive
avariciously,negative
adored,positive
galls,negative
beggarly,negative
ax,negative
moron,negative
regally,positive
treacherously,negative
fulfillment,positive
taxing,negative
sorrowful,negative
generously,positive
inhibit,negative
shortsighted,negative
splendidly,positive
subdued,negative
hard-working,positive
I am feeling hated,negative
goood,positive
lovely,positive
I can never do anything correct,negative
problem,negative
trivialize,negative
defile,negative
reform,positive
joyful,positive
dark,negative
nauseatingly,negative
fevers,negative
ebullient,positive
endorsing,positive
imperil,negative
unexplained,negative
I had a fight with my brother,negative
dizzingly,negative
revive,positive
satirize,negative
abundant,positive
whining,negative
unobserved,negative
entertain,positive
contrive,negative
nervous,negative
jarring,negative
fleed,negative
foulness,negative
thrilled,positive
ineffectiveness,negative
overdo,negative
shock,negative
incomprehension,negative
adulterier,negative
comforting,positive
wisdom,positive
bearish,negative
abolish,negative
excellence,positive
My class teacher is very nice,positive
irrationals,negative
braggart,negative
impulsively,negative
goof,negative
dropouts,negative
disaffect,negative
threaten,negative
revitalize,positive
disliking,negative
swift,positive
I am feeling sad,negative
clear,positive
They made fun of me today,negative
lawlessness,negative
sensationalize,negative
corrupted,negative
tenuous,negative
assault,negative
sinful,negative
flatter,positive
straighten,positive
shark,negative
low-price,positive
erode,negative
unfavorable,negative
privilege,positive
dumps,negative
I feel very cheerful today as I completed the task with 5 hours deadline in just 1 hour ,positive
fussy,negative
aggravating,negative
disquiet,negative
die,negative
villianously,negative
rigidity,negative
messes,negative
grossly,negative
truant,negative
swindle,negative
eyecatch,positive
kill,negative
objections,negative
warning,negative
gallantly,positive
exhaust,negative
comfort,positive
accurate,positive
wripped,negative
sin,negative
abnormal,negative
leakage,negative
remarkable,positive
capriciously,negative
contamination,negative
I'm so stoked.,positive
divisive,negative
diatribe,negative
unsound,negative
supremacy,positive
stubborn,negative
chic,positive
job-killing,negative
confess,negative
gracefully,positive
ache,negative
cripple,negative
payback,negative
lividly,negative
predatory,negative
fascinatingly,positive
sweeping,positive
asinininity,negative
itch,negative
admirable,positive
missed,negative
sucker,negative
embarrass,negative
top,positive
stunted,negative
gainsay,negative
farcically,negative
conscientious,positive
feckless,negative
eye-catch,positive
uncaring,negative
feverish,negative
poise,positive
admiration,positive
I am feeling famous,positive
I love my boyfriend and I am so happy I met him today after many days,positive
pleases,positive
prattle,negative
baseless,negative
altruistically,positive
serene,positive
murderously,negative
improves,positive
disconcerting,negative
authoritative,positive
batty,negative
fabulous,positive
maladjustment,negative
ignominious,negative
inspiring,positive
intimidate,negative
toll,negative
I love my brother,positive
We moved into a new house,positive
inestimable,positive
dumb,negative
reasonable,positive
humorous,positive
split,negative
attraction,positive
jolt,negative
gullible,negative
misread,negative
heartbreakingly,negative
noisier,negative
fanatic,negative
vagueness,negative
entrancing,positive
goading,negative
dullard,negative
steadfastness,positive
disdained,negative
pig,negative
trouble-free,positive
godlike,positive
relaxed,positive
malevolent,negative
deject,negative
impressed,positive
lavish,positive
inhumanity,negative
bereave,negative
unwilling,negative
spontaneous,positive
pleasantly,positive
glitches,negative
I am feeling abusive,negative
forfeit,negative
eyecatching,positive
expeditiously,positive
cool,positive
insurrection,negative
imperfections,negative
insult,negative
overzealously,negative
inexpert,negative
unfit,negative
warily,negative
disappointingly,negative
personages,positive
daringly,positive
stingy,negative
excellency,positive
avarice,negative
direness,negative
gallingly,negative
incorrigibly,negative
profusion,positive
ignorant,negative
scratches,negative
bores,negative
furiously,negative
unassailable,positive
luxuriant,positive
I love going out with my family,positive
I am feeling pleasant,positive
calumny,negative
energy-saving,positive
loyalty,positive
celebrated,positive
hypocrites,negative
overrated,negative
slogs,negative
temptation,negative
villian,negative
degrading,negative
virtuously,positive
fatty,negative
warp,negative
eventful,positive
scandel,negative
monotony,negative
I got everything I ever wanted. I feel so blessed,positive
uproar,negative
romantic,positive
affirmative,positive
overreach,negative
crashes,negative
dominated,positive
unacceptablely,negative
belittle,negative
reaffirmation,positive
bash,negative
likes,positive
fuzzy,negative
injurious,negative
insouciance,negative
incomprehensible,negative
bunk,negative
disagreement,negative
ungovernable,negative
I went on day long trip with my friiends it was amazing,positive
lascivious,negative
overemphasize,negative
prick,negative
quitter,negative
dim,negative
optimistic,positive
criticism,negative
hardball,negative
inane,negative
letch,negative
gold,positive
inexperienced,negative
rejuvenated,positive
deadweight,negative
noteworthy,positive
I feel irritated when I do not get food for a large time interval,negative
strict,negative
lecher,negative
improbably,negative
heartening,positive
troublingly,negative
weak,negative
cowardly,negative
impinge,negative
scapegoat,negative
failed,negative
kills,negative
skilled,positive
upbeat,positive
unsatisfactory,negative
dirty,negative
hells,negative
sully,negative
inability,negative
outperformed,positive
I am feeling jolly,positive
compliant,positive
shamefully,negative
sloww,negative
depravedly,negative
blaspheme,negative
I feel controlled by my negative toughts which take me to dark path,negative
oppressively,negative
unstable,negative
cute,positive
harrow,negative
frustrations,negative
shamelessness,negative
morons,negative
bonny,positive
My girlfriends are all so mean. Why do people behave so bad,negative
fuck,negative
I wish I stay in school all day,positive
unabashed,positive
timid,negative
obstructs,negative
shocked,negative
frenetically,negative
relish,positive
considerate,positive
curt,negative
provocation,negative
impartiality,positive
our sports sir is very good,positive
handy,positive
honesty,positive
farfetched,negative
inflated,negative
dauntingly,negative
terror-genic,negative
irksomenesses,negative
I am feeling confident after presenting my speech in front of the whole auditorium,positive
appreciated,positive
pratfall,negative
mourn,negative
ridicule,negative
rampant,negative
vengefulness,negative
appall,negative
calumniously,negative
unachievable,negative
belligerence,negative
downfallen,negative
knowledgeable,positive
repulse,negative
murder,negative
mundane,negative
refine,positive
overloaded,negative
desperate,negative
symptom,negative
felonious,negative
lackeys,negative
rankle,negative
saggy,negative
delude,negative
panicking,negative
expropriate,negative
misuse,negative
significant,positive
terribleness,negative
astoundingly,positive
breathtaking,positive
excruciatingly,negative
narrower,negative
successes,positive
infuriating,negative
saintly,positive
imbalance,negative
effective,positive
aching,negative
confident,positive
impartial,positive
I am feeling bad,negative
disconsolate,negative
solemn,negative
effigy,negative
regrets,negative
injure,negative
flaky,negative
ill-designed,negative
pampers,positive
sufficed,positive
recommendations,positive
outrage,negative
austere,negative
exhausts,negative
discriminatory,negative
drab,negative
friction,negative
pamper,positive
heartwarming,positive
blessing,positive
succeeding,positive
cocky,negative
I love the acknowledgement which I get for my work,positive
na?ve,negative
disorient,negative
impediment,negative
unforgiving,negative
I am feeling grateful,positive
intimate,positive
amity,positive
my parents love me because I always make them feel proud,positive
distraught,negative
It was a bad day,negative
oppressiveness,negative
slanderously,negative
ail,negative
glee,positive
killer,negative
unfettered,positive
commend,positive
galling,negative
invalidate,negative
unreasonable,negative
notorious,negative
I am feeling spiritual,positive
virulently,negative
audacious,negative
squabble,negative
soothingly,positive
left-leaning,negative
vomiting,negative
depress,negative
enraging,negative
sumptuousness,positive
thrills,positive
suppress,negative
flighty,negative
displeased,negative
rants,negative
solicitous,positive
blow,negative
dissembler,negative
indistinguishable,negative
I love myself,positive
weird,negative
stodgy,negative
vain,negative
frown,negative
geekier,positive
mockingly,negative
I am the best,positive
disloyalty,negative
hissed,negative
complimentary,positive
misguide,negative
imprison,negative
patient,positive
illness,negative
handsome,positive
liar,negative
sustainable,positive
infection,negative
misgiving,negative
despise,negative
expire,negative
advantageously,positive
greatest,positive
constructive,positive
I am feeling awful,negative
support,positive
extremist,negative
discourteous,negative
pardon,positive
trump,positive
stupendously,positive
inhospitality,negative
user-replaceable,positive
onslaught,negative
commonplace,negative
disturbing,negative
non-violence,positive
luckiness,positive
auspicious,positive
dominate,positive
guidance,positive
patience,positive
inconstant,negative
promise,positive
maledict,negative
I am feeling healthy,positive
pandemonium,negative
lumpy,negative
craven,negative
exceled,positive
pretence,negative
severe,negative
noise,negative
hypocritical,negative
poisonously,negative
qualms,negative
messing,negative
sermonize,negative
ingenious,positive
puppets,negative
rational,positive
fecilitous,positive
sticky,negative
vile,negative
importune,negative
poorer,negative
protested,negative
bleeds,negative
hysteria,negative
I got a prize today so everyone is happy with me,positive
impeccably,positive
itching,negative
peacefully,positive
addicting,negative
streamlined,positive
infernal,negative
woo,positive
indigent,negative
counter-attacks,positive
shallow,negative
self-sufficiency,positive
laconic,negative
important,positive
displeasure,negative
disgracefully,negative
mistaken,negative
magnanimously,positive
unacceptable,negative
injustices,negative
I had a bad match today,negative
impartially,positive
alarmingly,negative
dependable,positive
confessions,negative
commendable,positive
talented,positive
inexorably,negative
extremism,negative
impermissible,negative
inventive,positive
persecution,negative
unlikely,negative
sluggish,negative
ignoble,negative
insults,negative
bitterly,negative
consternation,negative
integrated,positive
tickle,positive
asininely,negative
levity,positive
I cannot tolerate that person anymore,negative
regressive,negative
joy,positive
individualized,positive
forged,negative
fatique,negative
I'm in a very good mood.,positive
mangling,negative
debase,negative
flirty,negative
rejected,negative
pugnacious,negative
spoonfed,negative
reprimand,negative
smooth,positive
besmirch,negative
beauty,positive
skinny,negative
dissatisfying,negative
contaminate,negative
struggling,negative
covetous,negative
brightest,positive
damnably,negative
wrongful,negative
snobs,negative
elegant,positive
insanity,negative
dumping,negative
unlamentable,negative
complements,positive
dissidence,negative
captivating,positive
stainless,positive
sensations,positive
distort,negative
outsider,negative
opinionated,negative
sumptuously,positive
bolster,positive
whoooa,positive
excelent,positive
horrified,negative
invincible,positive
prickle,negative
I belong to a different community and that is why no one wants to talk to me,negative
nourish,positive
valor,positive
rightful,positive
satisfactory,positive
sociable,positive
unwavering,positive
alluringly,positive
scoundrel,negative
rightness,positive
mawkishly,negative
I am happy as I was appreciated by my boss for my project which I completed well before the deadline,positive
distorted,negative
hardened,negative
isolation,negative
hostage,negative
lambaste,negative
attentive,positive
fuss,negative
I am ashamed of myself,negative
sharper,positive
fortune,positive
asunder,negative
improved,positive
fondly,positive
rot,negative
divisiveness,negative
promptly,positive
inessential,negative
refunded,positive
handsomely,positive
exceeded,positive
treacherous,negative
aggression,negative
interferes,negative
acridness,negative
unbound,positive
disorder,negative
successfully,positive
racists,negative
unjustifiable,negative
portable,positive
deficiency,negative
triumphantly,positive
collusion,negative
pinch,negative
loathe,negative
jam,negative
we have a lot of fun in school,positive
monstrously,negative
lengthy,negative
lean,positive
shiny,positive
I like the way teacher talks to me and asks me about my day. I love the way she speaks and shares talks with me,positive
derision,negative
fatally,negative
upgradeable,positive
enviable,positive
cramping,negative
checkered,negative
disquietingly,negative
worthlessly,negative
terribly,negative
retarded,negative
disgruntled,negative
unclear,negative
bondage,negative
strangely,negative
I am feeling ashamed,negative
extraneous,negative
grief,negative
valiantly,positive
I am feeling nice,positive
agony,negative
embarrassingly,negative
menacingly,negative
smoother,positive
spilling,negative
shrug,negative
inflame,negative
fabulously,positive
hedonistic,negative
recant,negative
miserableness,negative
hater,negative
blabber,negative
I enjoyed being with mom and dad all day long,positive
derogatory,negative
corrupts,negative
fastidiously,negative
stately,positive
incessantly,negative
worse,negative
troubled,negative
haunting,negative
zaps,negative
romanticize,positive
unorthodoxy,negative
cheapest,positive
absentee,negative
improve,positive
inexpensive,positive
latency,negative
dismally,negative
revolt,negative
burned,negative
sarcastic,negative
insinuation,negative
prettily,positive
limit,negative
dissuasive,negative
pittance,negative
excite,positive
chastise,negative
angrily,negative
haggard,negative
I am so awesome that I can finish 3 movies straight without getting bored,positive
hard-hit,negative
apprehensive,negative
astonish,positive
leech,negative
galore,positive
I did the best i could do,positive
fidget,negative
encroach,negative
laudable,positive
disloyal,negative
semi-retarded,negative
deteriorating,negative
enrage,negative
obsession,positive
dripped,negative
irrepressible,negative
detracts,negative
hum,negative
hopeless,negative
undisputed,positive
unreadable,negative
occludes,negative
tragic,negative
punish,negative
lethargic,negative
poor,negative
gawky,negative
succeed,positive
improving,positive
fell,negative
atrophy,negative
fav,positive
deform,negative
hypocritically,negative
lackadaisical,negative
nurturing,positive
self-destructive,negative
unipolar,negative
playfully,positive
recalcitrant,negative
erase,negative
imperfect,negative
boredom,negative
melodramatically,negative
misaligned,negative
languid,negative
dragoon,negative
frustrated,negative
damning,negative
hairloss,negative
fondness,positive
thumbs-down,negative
preposterous,negative
obese,negative
incompatibility,negative
catastrophies,negative
appropriate,positive
I am depressed,negative
throbbing,negative
convenience,positive
delightfulness,positive
soft,positive
futile,negative
coupists,negative
plusses,positive
stiff,negative
bruises,negative
deny,negative
enmity,negative
diffidence,negative
wreak,negative
inferiority,negative
enrichment,positive
conspicuously,negative
patiently,positive
acclamation,positive
sharply,negative
distinctive,positive
addicted,negative
irrecoverably,negative
erosion,negative
friendly,positive
I am feeling superb,positive
fanaticism,negative
grievance,negative
I am feeling peaceful after I took the solo trip to my dream destination,positive
obsolete,negative
flair,negative
acclaimed,positive
weary,negative
disquieting,negative
idolized,positive
plasticky,negative
leaky,negative
restriction,negative
lurid,negative
aspersion,negative
simpler,positive
upscale,positive
spectacularly,positive
maltreatment,negative
stuck,negative
unjustly,negative
unsustainable,negative
miscreant,negative
awkwardness,negative
lapsed,negative
stampede,negative
unintelligile,negative
exceptionally,positive
unable,negative
importunate,negative
firmer,positive
magnificence,positive
demolish,negative
cheated,negative
surmount,positive
jaundiced,negative
downturn,negative
adjustable,positive
intimidating,negative
indifferent,negative
low-risk,positive
misbehavior,negative
stupidity,negative
implode,negative
I had a fight with my best friend. He wont talk to me,negative
unsuspecting,negative
mulish,negative
classic,positive
personalized,positive
gains,positive
evil,negative
sagged,negative
exceedingly,positive
scandal,negative
gloatingly,negative
commotions,negative
presumptuous,negative
unmatched,positive
irreconcilable,negative
ruthlessly,negative
listless,negative
vibrated,negative
displeasing,negative
revulsion,negative
steadiest,positive
implausibly,negative
I am feeling negative,negative
prisoner,negative
opportunistic,negative
unreliable,negative
choke,negative
endearing,positive
denunciation,negative
sensibly,positive
gimmicks,negative
sabotage,negative
blandish,negative
nonsense,negative
I had a fight with my friends as they were trying to bully a kid,negative
I had a wonderful trip,positive
fervently,positive
boom,positive
jubilant,positive
lawbreaking,negative
uproot,negative
shabby,negative
grouch,negative
concise,positive
undecided,negative
laggy,negative
undependability,negative
autonomous,positive
upheaval,negative
spooky,negative
ineffectualness,negative
inflammatory,negative
I feel I had a jolly day today as I had rough days recently but today was very good day as I met the cutest puppy on the road and played with it for hours,positive
I am feeling witty,positive
My dad bought me a new bike cycle bicycle,positive
blockhead,negative
gritty,negative
strikingly,positive
trustworthiness,positive
I am feeling lazy,negative
ecstasies,positive
capable,positive
truthfulness,positive
calamitous,negative
I got scolded for doing nothing today. Why does this happen to me all the time?,negative
direly,negative
disconcerted,negative
brashness,negative
ineptitude,negative
awe,positive
enchantingly,positive
steals,negative
tanks,negative
chaff,negative
bullyingly,negative
pretty,positive
repel,negative
dripping,negative
 I am feeling hyped,positive
defamatory,negative
sob,negative
coercive,negative
knave,negative
I am ugly and that is why no one wants to talk to me,negative
quack,negative
regress,negative
merrily,positive
proficiently,positive
inanely,negative
colorful,positive
cheapen,negative
dishonesty,negative
I am feeling horny,positive
undefined,negative
awfully,negative
brazenness,negative
dents,negative
vouch,positive
carefree,positive
merciful,positive
obscures,negative
rapport,positive
criticisms,negative
admiringly,positive
shortage,negative
wreaked,negative
complication,negative
desiccated,negative
premeditated,negative
eagerness,positive
madden,negative
willing,positive
tardy,negative
deprave,negative
breathtakingly,positive
neglected,negative
I am happy to get selected in my dream company as I have worked years for this opportunity to work with the global leaders in the field,positive
peril,negative
super,positive
concerns,negative
bewilderingly,negative
loopholes,negative
ilu,positive
ugliest,negative
fatefully,negative
misalign,negative
vulgar,negative
courage,positive
vibrantly,positive
mendacious,negative
fearless,positive
prohibit,negative
I don’t know why people treat me that way in the school. What have I done wrong to them?,negative
fine,positive
quaint,positive
conflicting,negative
My friends are such bad people,negative
belittling,negative
notoriety,negative
unsteadiness,negative
strife,negative
I don’t like going to school.,negative
slothful,negative
travesty,negative
infuriate,negative
unequal,negative
cozy,positive
amusingly,positive
hotheaded,negative
mislike,negative
oddities,negative
flees,negative
freakishly,negative
pamperedly,positive
perplexed,negative
polluters,negative
franticly,negative
marvel,positive
I am feeling powerful,positive
horrifying,negative
stab,negative
I feel lively after playing today after many years because I used to love football and I lost touch with it when I joined college,positive
excellent,positive
drunk,negative
miserably,negative
desirable,positive
unavoidably,negative
bugs,negative
misaligns,negative
scoff,negative
I feel happy when I see her in class because I love her from the bottom of my heart,positive
incompatible,negative
worn,negative
I had to stand my whole class with arms up In the air for not completing my homework,negative
headway,positive
drained,negative
prodigiously,positive
entranced,positive
consistent,positive
sinking,negative
I am feeling magnificient after I completed the onine course before everyone else,positive
desultory,negative
unexpectedly,negative
pity,negative
faithfulness,positive
carp,negative
My mom is proud of me,positive
berate,negative
sadness,negative
tougher,positive
intimacy,positive
invective,negative
intrusive,negative
flounder,negative
cruelest,negative
mysteriously,negative
feasible,positive
unclean,negative
keenly,positive
accusing,negative
I am illogical as I cannot judge between a good person and a bad person,negative
I hate this place,negative
ill-usage,negative
lazy,negative
bruising,negative
gibberish,negative
irritant,negative
condemns,negative
indiscreet,negative
absurdly,negative
oppressors,negative
joyously,positive
remarkably,positive
cracks,negative
unlawfully,negative
manipulation,negative
defeated,positive
pains,negative
run-down,negative
spinster,negative
partisans,negative
savvy,positive
fraudulent,negative
breeze,positive
incorrectly,negative
timely,positive
Today I had an accident because of a stupid man,negative
bullying,negative
embroil,negative
non-confidence,negative
deceit,negative
unraveled,negative
dehumanize,negative
criminal,negative
cackle,negative
heckled,negative
enthusiastic,positive
enviousness,negative
remission,positive
harridan,negative
plot,negative
elegantly,positive
anti-israeli,negative
enthusiastically,positive
untenable,negative
suspiciously,negative
impossiblity,negative
dismissive,negative
devious,negative
wisely,positive
sorrowfully,negative
restricted,negative
joke,negative
propitious,positive
wanton,negative
collude,negative
abuse,negative
mispronounced,negative
I am loving this new mobile phone because this the first thing I bought with my hard earned money from my dream job,positive
hideous,negative
unsupported,negative
impertinent,negative
insidious,negative
savages,negative
succeeds,positive
devilishly,negative
indelicate,negative
whiny,negative
nosey,negative
devil,negative
disproportionate,negative
pamperedness,positive
congratulation,positive
declaim,negative
contagious,negative
revulsive,negative
I am feeling Loved,positive
contrariness,negative
righteousness,positive
fraud,negative
hastily,negative
hail,positive
inadverent,negative
treason,negative
complained,negative
inexpiable,negative
antagonistic,negative
forlornly,negative
discoutinous,negative
inadvisable,negative
frenzied,negative
stutters,negative
embattled,negative
discordance,negative
staunch,positive
demoralize,negative
laughable,negative
problems,negative
suffering,negative
 I won a lottteryy,positive
exalted,positive
discountenance,negative
rusts,negative
incomplete,negative
gainful,positive
cloudy,negative
undone,negative
disbelieve,negative
insulting,negative
peerless,positive
adventurous,positive
better-than-expected,positive
frail,negative
cost-saving,positive
smudged,negative
guiltily,negative
helpless,negative
unsupportive,negative
distrustful,negative
clear-cut,positive
uneventful,negative
invulnerable,positive
fissures,negative
wheedle,negative
decent,positive
faithless,negative
disagree,negative
baffled,negative
uphold,positive
villains,negative
ecenomical,positive
sugar-coat,negative
lionhearted,positive
amicably,positive
bullish,positive
ingratitude,negative
renewed,positive
enlightenment,positive
infringement,negative
displease,negative
swollen,negative
puzzlement,negative
apocalyptic,negative
disapointment,negative
cynical,negative
prejudice,negative
satisfied,positive
resourceful,positive
overjoyed,positive
wonderful,positive
haste,negative
anxiously,negative
pry,negative
faithful,positive
perturbed,negative
restructure,positive
aggrivation,negative
impractical,negative
raping,negative
radiance,positive
unuseable,negative
excessive,negative
dastard,negative
discord,negative
molestation,negative
grumpish,negative
sincerity,positive
goodness,positive
I am a disappointment for my family as I cannot match the capabilities of my brother,negative
sham,negative
I am lonely. No one wants to be my friend,negative
restructured,positive
modern,positive
complain,negative
runaway,negative
rigid,negative
bore,negative
abort,negative
helping,positive
sleazy,negative
irks,negative
wrinkles,negative
agility,positive
hiliarious,negative
I am feeling connected,positive
panicky,negative
restructuring,positive
I am happy as my parent are proud of me as I saved an elderly couple from being robbed by protecting them,positive
educated,positive
flareup,negative
irksomeness,negative
overtook,positive
harden,negative
bellicose,negative
overtake,positive
war-like,negative
simplify,positive
scramble,negative
stinging,negative
overwhelmed,negative
infamous,negative
accolade,positive
disoobedient,negative
outstandingly,positive
erratic,negative
comprehensive,positive
impair,negative
weariness,negative
mourner,negative
tepid,negative
