response,intent
puppets,negative
prodigy,positive
preposterously,negative
lamentable,negative
unnoticed,negative
lavish,positive
spoils,negative
lousy,negative
blabber,negative
lonesome,negative
deceitful,negative
important,positive
jaw-dropping,positive
inconsistence,negative
flat-out,negative
chaff,negative
disapproval,negative
faster,positive
execrate,negative
terribly,negative
lurking,negative
depressingly,negative
affably,positive
sumptuousness,positive
inpressed,positive
heartfelt,positive
desolation,negative
tentative,negative
ineffective,negative
impugn,negative
priceless,positive
catastrophic,negative
cajole,positive
layoff,negative
clear-cut,positive
tired,negative
gorgeously,positive
loophole,negative
expansive,positive
enrich,positive
heedless,negative
chivalrous,positive
satisfied,positive
complacent,negative
resent,negative
taunts,negative
aches,negative
interference,negative
lowly,negative
poignant,positive
pitifully,negative
despot,negative
bitingly,negative
criticizing,negative
sparkle,positive
mawkishness,negative
accusing,negative
panic,negative
untrustworthy,negative
happiness,positive
menacing,negative
mordant,negative
smart,positive
hero,positive
I am proud of myself because I represented my college in a science fair on an international level,positive
malaise,negative
haze,negative
It was a good day,positive
long-winded,negative
high-quality,positive
screech,negative
flaking,negative
splatter,negative
subtract,negative
rancor,negative
i met my girlfriend today and we broke up,negative
unattractive,negative
contemptuously,negative
progress,positive
lags,negative
immature,negative
intelligent,positive
limp,negative
waste,negative
flaunt,negative
tardy,negative
misfortune,negative
sloth,negative
relentlessly,negative
fond,positive
cheerful,positive
aweful,negative
overloaded,negative
mistakes,negative
erodes,negative
pickets,negative
awfully,negative
outsider,negative
adverse,negative
reachable,positive
grate,negative
slanderer,negative
sues,negative
obsolete,negative
edify,positive
insult,negative
rattles,negative
turmoil,negative
nagging,negative
luckiest,positive
happier,positive
complained,negative
virtuously,positive
promised,positive
arrogantly,negative
irksome,negative
lied,negative
piety,positive
wrest,negative
evildoer,negative
gravely,negative
drawbacks,negative
disparaging,negative
wripped,negative
annoying,negative
multi-polarization,negative
stupified,negative
earnestness,positive
backbite,negative
desirous,positive
entertaining,positive
gloom,negative
free,positive
insubordinate,negative
gloomy,negative
revival,positive
crept,negative
oppress,negative
victorious,positive
sidetracked,negative
invidious,negative
I am being bullied in my college due the fact that I am poor and no one takes my side even the the teachers are partial,negative
curse,negative
traitorously,negative
maltreatment,negative
glut,negative
I am feeling awful,negative
vigilance,positive
heinous,negative
mistaken,negative
imminently,negative
busybody,negative
remorseful,negative
conciliate,positive
irreproachable,positive
well-run,positive
ignominious,negative
disgusting,negative
sneaky,negative
disgracefully,negative
startlingly,negative
refuted,negative
fabulous,positive
satirize,negative
I am feeling dedicated,positive
I am feeling hopeful,positive
restriction,negative
banish,negative
easier,positive
feebleminded,negative
tease,negative
needy,negative
suavely,positive
blunt,negative
time-honored,positive
innuendo,negative
preposterous,negative
languid,negative
seamless,positive
hotheaded,negative
lackluster,negative
I lost in today's match,negative
grumpy,negative
pestilent,negative
shrew,negative
disastrous,negative
favour,positive
gusto,positive
I hate going outside home because I know no one will accept me and I will just be hated as always,negative
unfinished,negative
dripping,negative
enterprising,positive
fanatic,negative
rightly,positive
wonders,positive
undercuts,negative
vigilant,positive
polarisation,negative
hazard,negative
rile,negative
punch,negative
exploitation,negative
persecute,negative
venomous,negative
hastily,negative
better,positive
palatial,positive
dynamic,positive
impunity,negative
imperil,negative
ebullient,positive
eyecatch,positive
I am feeling hopeless,negative
harbors,negative
humorous,positive
hurted,negative
disquietude,negative
raging,negative
I won the first prize,positive
tattered,negative
direness,negative
I am loving this new mobile phone because this the first thing I bought with my hard earned money from my dream job,positive
bloom,positive
misapprehend,negative
I am feeling fabulous after I scored the highest marks in the whole college,positive
lukewarm,negative
dilly-dally,negative
blameless,positive
cornerstone,positive
revoke,negative
sub-par,negative
over-valuation,negative
lawful,positive
I am feeling blessed,positive
lawlessness,negative
thank,positive
fussy,negative
blockbuster,positive
unskilled,negative
funky,negative
corrosive,negative
perfectly,positive
ingratitude,negative
impatiently,negative
shrouded,negative
jutters,negative
bereft,negative
unfortunate,negative
liars,negative
amazing,positive
undaunted,positive
falls,negative
strongest,positive
astonish,positive
euphoria,positive
brighten,positive
shiver,negative
pedantic,negative
solemn,negative
starve,negative
apocalypse,negative
enrapt,positive
wrinkles,negative
heartily,positive
low-price,positive
blissfully,positive
embattled,negative
authoritarian,negative
gimmicking,negative
flagrantly,negative
adroitly,positive
fainthearted,negative
instigators,negative
punctual,positive
suffices,positive
delayed,negative
unsettlingly,negative
inhospitable,negative
tortuous,negative
cannibal,negative
choleric,negative
butchery,negative
accessible,positive
cussed,negative
idle,negative
dishonest,negative
inevitably,negative
blindside,negative
unproved,negative
I want to go back to office,positive
remorselessness,negative
dire,negative
incommensurate,negative
torturous,negative
merrily,positive
I want to break everything present here,negative
undisputed,positive
exceedingly,positive
keenly,positive
affliction,negative
discontent,negative
splendid,positive
sorrowfully,negative
crowded,negative
overwhelm,negative
admire,positive
I feel I am at the top of the world because I completed my desired course with flying colors,positive
discredit,negative
ultimatums,negative
soft,positive
slogged,negative
hell,negative
sputter,negative
intuitive,positive
frighteningly,negative
openly,positive
acrimonious,negative
extraordinarily,positive
danke,positive
sorry,negative
irritating,negative
unhappy,negative
mercifully,positive
I am feeling fabulous,positive
disrupt,negative
masterpiece,positive
nervously,negative
f**k,negative
bungling,negative
obnoxiously,negative
oppressors,negative
reviled,negative
shamelessness,negative
hoard,negative
apotheosis,positive
haughtily,negative
insurrection,negative
flare,negative
I feel egoistic whenever I get even sllightest of appreciation,negative
disagreeing,negative
anti-semites,negative
I had the worst day ever,negative
woe,negative
upset,negative
sags,negative
rhetoric,negative
unexplained,negative
unjustly,negative
undecided,negative
impossible,negative
overheat,negative
trustingly,positive
enviously,negative
nobly,positive
noisy,negative
heavy-handed,negative
ill-sorted,negative
ruffle,negative
dissension,negative
discouragingly,negative
robust,positive
damnable,negative
inclement,negative
vagrant,negative
protested,negative
unsustainable,negative
panders,negative
smack,negative
crappy,negative
agonies,negative
inescapably,negative
glitz,positive
excitedly,positive
menial,negative
cleanly,positive
reactionary,negative
incomplete,negative
antagonistic,negative
heros,positive
stodgy,negative
hysterically,negative
clamor,negative
deprive,negative
misread,negative
clearly,positive
fluster,negative
extortion,negative
inflammed,negative
luxurious,positive
ironies,negative
mispronounce,negative
rift,negative
momentous,positive
alarm,negative
adroit,positive
replaceable,positive
bullies,negative
complimentary,positive
profound,positive
helplessly,negative
paralize,negative
rifts,negative
doubtless,positive
unuseably,negative
improbable,negative
I am feeling terrible,negative
crap,negative
rape,negative
cherub,positive
tanked,negative
unleash,negative
demoralizing,negative
unhealthy,negative
bitch,negative
criticize,negative
meaningful,positive
luxuriate,positive
cheated,negative
survival,positive
work,positive
grimace,negative
taunting,negative
I am feeling animated,positive
blameworthy,negative
ferociously,negative
fanciful,negative
incivility,negative
securely,positive
effective,positive
douchebag,negative
achievements,positive
smother,negative
noiseless,positive
anxious,negative
undone,negative
fine,positive
detestably,negative
abominably,negative
despised,negative
struggle,negative
smolder,negative
mightily,positive
pertinaciously,negative
flagging,negative
gratified,positive
damper,negative
unsteadiness,negative
inefficiently,negative
civilize,positive
rotten,negative
err,negative
worriedly,negative
I am feeling victorous,positive
crack,negative
reprehension,negative
meager,negative
superficiality,negative
earnest,positive
bonuses,positive
retract,negative
dumped,negative
glitch,negative
stark,negative
earsplitting,negative
winning,positive
lagging,negative
rapture,positive
adorable,positive
ambitiously,positive
objections,negative
vibrating,negative
heavyhearted,negative
insanity,negative
elimination,negative
excellant,positive
malcontented,negative
haggle,negative
cheaply,negative
indiscriminate,negative
revitalize,positive
disagrees,negative
boisterous,negative
filth,negative
violate,negative
whips,negative
caustically,negative
smug,negative
trusted,positive
I am feeling loved by my parents as I met them after 5 months as I went out of the city to complete the course,positive
worthlessness,negative
hooligan,negative
bored,negative
beastly,negative
animosity,negative
insubstantial,negative
lackadaisical,negative
impertinent,negative
devout,positive
quicker,positive
musty,negative
ingenuity,positive
onerous,negative
senseless,negative
monumental,positive
contemptible,negative
shortness,negative
angry,negative
adoringly,positive
intrusive,negative
My boss hates me for no reason,negative
confidence,positive
grumpily,negative
wrinkled,negative
dissolute,negative
misunderstandings,negative
joyous,positive
allegations,negative
uncooperative,negative
fatally,negative
appreciates,positive
dissenter,negative
wallow,negative
maddeningly,negative
degradation,negative
tormented,negative
freakish,negative
ill-favored,negative
light-hearted,positive
feasibly,positive
unfavorable,negative
back-wood,negative
maniac,negative
originality,positive
promptly,positive
rich,positive
marvels,positive
commotion,negative
disagree,negative
self-determination,positive
richer,positive
I am feeling ecstatic,positive
rapport,positive
user-friendly,positive
ambivalent,negative
altruistic,positive
refusal,negative
dismay,negative
renaissance,positive
felicity,positive
affordably,positive
brood,negative
furious,negative
salute,positive
unsuccessfully,negative
squeaky,negative
principled,positive
redemption,positive
villianous,negative
refinement,positive
overstatements,negative
fatuously,negative
traitorous,negative
rupture,negative
thumb-down,negative
disorient,negative
grouchy,negative
imbecile,negative
anti-social,negative
I was beaten up by my seniors today,negative
ideal,positive
worthlessly,negative
precious,positive
sap,negative
affable,positive
complaint,negative
swelled,negative
stunningly,positive
tingled,negative
devastate,negative
comforting,positive
unacceptable,negative
superstitious,negative
warily,negative
woefully,negative
admonish,negative
sarcastic,negative
defender,positive
praising,positive
nemesis,negative
issue-free,positive
eye-catch,positive
touts,negative
frazzle,negative
well-managed,positive
creaks,negative
failure,negative
eye-catching,positive
darkened,negative
acrimoniously,negative
dissonantly,negative
stylish,positive
politeness,positive
bunk,negative
importune,negative
amputate,negative
strenuous,negative
distortion,negative
mesmerizing,positive
unlamentable,negative
tidy,positive
successes,positive
misjudgment,negative
wiles,negative
bruises,negative
bristle,negative
inundate,negative
ill-usage,negative
procrastinates,negative
vociferously,negative
immense,positive
cherish,positive
destains,negative
warm,positive
fateful,negative
jeopardy,negative
surmount,positive
maniacal,negative
enthuse,positive
oversimplify,negative
magnanimously,positive
I feel disgusted by my existence,negative
grating,negative
I am feeling used,negative
inefficient,negative
repulsed,negative
imprison,negative
impoverished,negative
I am feeling judged,negative
skeletons,negative
readable,positive
thrill,positive
stinks,negative
"I am jealous of the new boy in the class. He is rich, good at studies and the girl I like is in love with her",negative
erratically,negative
debase,negative
baseless,negative
complements,positive
wasteful,negative
empathize,positive
abrasive,negative
ugly,negative
amicable,positive
cost-saving,positive
mudslinger,negative
freshest,positive
sleek,positive
repress,negative
conscientious,positive
feckless,negative
nifty,positive
pathetically,negative
break-up,negative
smoother,positive
I had a fight with my friends as they were trying to bully a kid,negative
vengeance,negative
wrong,negative
picketed,negative
easiest,positive
hissed,negative
likable,positive
heavenly,positive
wrath,negative
bleeding,negative
unappealing,negative
discrimination,negative
satisfactorily,positive
strikingly,positive
despise,negative
irritant,negative
resilient,positive
discomfititure,negative
blatantly,negative
easy,positive
honorable,positive
productive,positive
furor,negative
uproarously,negative
miff,negative
infuriatingly,negative
comprehensive,positive
incredibly,positive
well-being,positive
unsure,negative
solicitously,positive
painfully,negative
liar,negative
weakening,negative
slowww,negative
misbehavior,negative
easiness,positive
backache,negative
sugar-coated,negative
frustrates,negative
marvellous,positive
overstatement,negative
murder,negative
outrageously,negative
sane,positive
freaking,negative
gripes,negative
prominence,positive
bluring,negative
dismaying,negative
fleed,negative
lapsed,negative
manic,negative
concens,negative
simplistic,negative
freedom,positive
rigidity,negative
ftw,positive
crush,negative
I am feeling fortunate,positive
self-interest,negative
outperforming,positive
rusty,negative
lackey,negative
swindle,negative
delusion,negative
merit,positive
ill-treated,negative
congestion,negative
tetchily,negative
miser,negative
debt,negative
jeering,negative
wastefulness,negative
predatory,negative
apprehensions,negative
aghast,negative
punitive,negative
shoddy,negative
calumnious,negative
prefer,positive
I am feeling unworthy,negative
disaffect,negative
low-priced,positive
craze,negative
distraction,negative
faith,positive
condemns,negative
capability,positive
suffers,negative
lonely,negative
I am feeling elevated,positive
refund,positive
forgetfully,negative
asinine,negative
I am feeling irritated,negative
spitefully,negative
accuses,negative
slaughter,negative
faltered,negative
large-capacity,positive
decadent,negative
insensitivity,negative
idolize,positive
chatter,negative
insecure,negative
miserably,negative
cracks,negative
simplifying,positive
confound,negative
flexible,positive
retardedness,negative
revoltingly,negative
slanderous,negative
sardonically,negative
overpayed,negative
feature-rich,positive
bragger,negative
blather,negative
scoldingly,negative
angel,positive
wripping,negative
exaggerate,negative
desiccated,negative
diversified,positive
bargain,positive
sneakily,negative
plasticky,negative
brutalize,negative
scorchingly,negative
idyllic,positive
cramping,negative
confuses,negative
dazzled,positive
outlaw,negative
exceeded,positive
inability,negative
left-leaning,negative
antagonize,negative
condescend,negative
marvelled,positive
lacked,negative
betraying,negative
subjugation,negative
pervasive,negative
righten,positive
incorrigibly,negative
disaffirm,negative
autocrat,negative
perversion,negative
inappropriately,negative
incautious,negative
eccentricity,negative
absurdness,negative
bedlamite,negative
entrap,negative
I had a fight with my brother,negative
laggy,negative
insinuate,negative
hug,positive
I am feeling optimistic,positive
fave,positive
fierce,negative
prolific,positive
violently,negative
justly,positive
smelt,negative
diappointed,negative
ulterior,negative
cons,negative
satisfactory,positive
mystify,negative
impossibly,negative
authentic,positive
assuredly,positive
perturb,negative
debauchery,negative
gape,negative
defective,negative
dumping,negative
egomania,negative
bust,negative
I should die. No one cares about me and no one will be affected by that,negative
graceful,positive
anguish,negative
perplexing,negative
absurdly,negative
faithful,positive
disorderly,negative
unwanted,negative
proficient,positive
invulnerable,positive
wonderful,positive
gooood,positive
 I won a lottteryy,positive
adorer,positive
unorthodox,negative
screwy,negative
achievement,positive
ignominy,negative
felonious,negative
leer,negative
approval,positive
beckoned,positive
superficial,negative
inflammation,negative
splitting,negative
demon,negative
hazardous,negative
corrosion,negative
congratulatory,positive
qualms,negative
trustworthy,positive
misbehave,negative
diffidence,negative
rivalry,negative
ominous,negative
positives,positive
levity,positive
fatefully,negative
shockingly,negative
omission,negative
incorrectly,negative
uproarous,negative
sneak,negative
thrilled,positive
I am feeling lively,positive
superb,positive
disruption,negative
glitches,negative
sufficiently,positive
respite,positive
exacerbate,negative
wasting,negative
straightforward,positive
extoll,positive
illogic,negative
aggressor,negative
fissures,negative
conciliatory,positive
I am purposeless as I do not know what I should do with my life,negative
excessively,negative
alarming,negative
woebegone,negative
regretted,negative
goon,negative
I am feeling pressurised,negative
fanfare,positive
condescendingly,negative
ready,positive
advocates,positive
nauseates,negative
madman,negative
lovable,positive
thoughtlessly,negative
inexpertly,negative
relish,positive
stirringly,positive
renewed,positive
refresh,positive
retard,negative
unachievable,negative
unnatural,negative
shimmer,negative
blossom,positive
blurs,negative
unrest,negative
disparagingly,negative
wildly,negative
profane,negative
renowned,positive
hateful,negative
trustworthiness,positive
disturbing,negative
boycott,negative
dismalness,negative
self-destructive,negative
dislike,negative
disagreeable,negative
obese,negative
fascist,negative
inhibition,negative
overwhelmingly,negative
heckles,negative
obscenely,negative
lecher,negative
cashback,positive
assure,positive
soothingly,positive
startling,negative
calmness,positive
self-interested,negative
unforeseen,negative
lethal,negative
impatient,negative
smut,negative
stingy,negative
glimmer,positive
floundering,negative
harm,negative
convience,positive
sullen,negative
disquiet,negative
uphold,positive
denunciate,negative
unnecessary,negative
sagely,positive
malignant,negative
invalid,negative
revive,positive
fulminate,negative
gall,negative
eyecatching,positive
damnation,negative
no one cares about me as everyone have some special and I do not have anyone like that,negative
despondence,negative
cheer,positive
gaff,negative
iniquity,negative
enchant,positive
lawless,negative
unfettered,positive
hotcakes,positive
genius,positive
homage,positive
scratched,negative
sufferers,negative
capable,positive
obstinate,negative
I am feeling empowered,positive
pertinacity,negative
disputed,negative
leech,negative
exhaustion,negative
astoundingly,positive
effrontery,negative
complain,negative
craftily,negative
degeneration,negative
itching,negative
subjugate,negative
I can't concerntrate because of the illness I have which irritates me,negative
unusably,negative
discourage,negative
discontented,negative
licentiously,negative
betrayal,negative
exceptionally,positive
irrecoverably,negative
dubiously,negative
blaspheme,negative
amiable,positive
terrorism,negative
tranquil,positive
irrationalities,negative
disavow,negative
stranger,negative
ease,positive
regal,positive
thoughtfully,positive
insensitively,negative
demonized,negative
I am feeling isolated,negative
improvements,positive
illogically,negative
snob,negative
distinguished,positive
teasingly,negative
adaptable,positive
gratifies,positive
inexpiable,negative
repel,negative
poorly,negative
dissonance,negative
insightful,positive
I am feeling discouraged,negative
saggy,negative
impartially,positive
enticed,positive
nauseating,negative
restricted,negative
dispirited,negative
devilishly,negative
indecisive,negative
I am feeling relaxed,positive
blunder,negative
supurb,positive
obscurity,negative
stubbornness,negative
confrontational,negative
insolently,negative
insolent,negative
disfavor,negative
dull,negative
succes,positive
pleasant,positive
stigma,negative
bewildered,negative
subservient,negative
My friends laughed at my dark skin,negative
poorer,negative
sociable,positive
flimflam,negative
downhill,negative
muddle,negative
unobserved,negative
balk,negative
greatest,positive
My teacher scolded me today for my work,negative
disservice,negative
goofy,negative
rejecting,negative
zaps,negative
drastic,negative
insignificant,negative
babble,negative
bearish,negative
bankrupt,negative
well-educated,positive
disunity,negative
rejection,negative
I am feeling chaotic,negative
impressed,positive
oppressiveness,negative
miraculously,positive
downturn,negative
disgraced,negative
fawningly,negative
stringently,negative
snarky,negative
I feel like dancing,positive
wrought,negative
ironical,negative
stunning,positive
deceitfully,negative
killed,negative
champion,positive
profanity,negative
mourn,negative
meddlesome,negative
genocide,negative
inconceivably,negative
sinisterly,negative
sloww,negative
glisten,positive
disregardful,negative
immobilized,negative
fresh,positive
personalized,positive
concerned,negative
declining,negative
confusing,negative
loathsomely,negative
benefits,positive
remarkable,positive
straggle,negative
daunting,negative
affection,positive
insecurity,negative
deservedly,positive
correct,positive
cheapen,negative
amaze,positive
coercive,negative
slumpping,negative
coldly,negative
savage,negative
elan,positive
arcane,negative
well-mannered,positive
goodness,positive
poisonous,negative
irresponsibly,negative
cramp,negative
invaluablely,positive
enthusiastically,positive
cringe,negative
standstill,negative
incomparably,negative
corruptted,negative
irking,negative
glow,positive
seasoned,positive
angrily,negative
stereotype,negative
unassailable,positive
economical,positive
bleed,negative
I feel unconfident as I have stage fright and whenever I fumble someone in the audience makes fun of it,negative
zest,positive
stink,negative
frenetically,negative
cautionary,negative
happy,positive
died,negative
erase,negative
hands-down,positive
I am feeling insecure,negative
irksomely,negative
troublesome,negative
strangely,negative
monstrosities,negative
I hate going to college,negative
fondness,positive
crumpled,negative
dishearten,negative
fervor,positive
chaotic,negative
dupe,negative
sensible,positive
insociable,negative
scramble,negative
smoulder,negative
dispiriting,negative
tawdry,negative
drags,negative
amazingly,positive
inexcusably,negative
I bought my dream phone today,positive
dubitable,negative
glower,negative
debacle,negative
excite,positive
cold,negative
poky,negative
avarice,negative
bewildering,negative
cohere,positive
idiotic,negative
shortsighted,negative
lapse,negative
calamities,negative
impressively,positive
soundness,positive
torture,negative
nonsense,negative
gleefully,positive
break-ups,negative
devastation,negative
devil,negative
influential,positive
charismatic,positive
stubbornly,negative
assault,negative
indigent,negative
paradoxical,negative
oddly,negative
whoa,positive
washed-out,negative
unreadable,negative
troubled,negative
monumentally,positive
portable,positive
smiles,positive
treacherously,negative
I am feeling heartbroken,negative
rock-stars,positive
hubris,negative
instability,negative
loveless,negative
vomits,negative
criminal,negative
occludes,negative
captivate,positive
horrific,negative
masterfully,positive
trashed,negative
right,positive
ambiguity,negative
inattentive,negative
counterproductive,negative
admirably,positive
recession,negative
reprovingly,negative
recessionary,negative
eases,positive
panick,negative
slanderously,negative
flareups,negative
fickle,negative
splendidly,positive
stringent,negative
affront,negative
coherence,positive
glum,negative
corrupts,negative
frightfully,negative
overpriced,negative
bumps,negative
tremendously,positive
self-sufficient,positive
I do not deserve anything good,negative
crabby,negative
setbacks,negative
steadfastly,positive
I am feeling comfortable,positive
interfere,negative
gawk,negative
I feel like running away,negative
2-faces,negative
sweetheart,positive
pity,negative
lure,negative
hallucination,negative
I am happy to get selected in my dream company as I have worked years for this opportunity to work with the global leaders in the field,positive
thankless,negative
diligent,positive
insensitive,negative
perilous,negative
brand-new,positive
impresses,positive
I am feeling marvelous,positive
panicked,negative
refreshed,positive
inviolate,positive
entrancing,positive
low-risk,positive
appalling,negative
monster,negative
quarrelsome,negative
willing,positive
intimacy,positive
achey,negative
sinister,negative
dexterously,positive
falsely,negative
triumphant,positive
coerce,negative
scarcely,negative
hype,negative
haunting,negative
I am feeling peaceful,positive
frictions,negative
bashed,negative
My boss applauded me,positive
pillage,negative
rut,negative
proactive,positive
sloooow,negative
incredulous,negative
accolade,positive
thrash,negative
deginified,positive
I hate my friends as I got to know they talk behind my back,negative
incoherence,negative
moody,negative
unprofitable,negative
inspire,positive
plague,negative
bestial,negative
sass,negative
disrespectable,negative
lackeys,negative
spotless,positive
inequitably,negative
sulk,negative
rightfully,positive
misunderstanding,negative
drunkard,negative
I am feeling heartfelt,positive
sluts,negative
I am feeling Happy,positive
lanky,negative
retaliate,negative
skilled,positive
threaten,negative
craziness,negative
drains,negative
upliftingly,positive
flexibility,positive
succeed,positive
hypocrite,negative
I am feeling sad,negative
bonus,positive
clueless,negative
debaser,negative
snobish,negative
defamation,negative
I am feeling humorous,positive
I am feeling energetic as I played cricket after 3 years,positive
ghastly,negative
plebeian,negative
extravagance,negative
quarrellously,negative
reprehensible,negative
responsibly,positive
unsavory,negative
matchless,positive
boundless,positive
ailment,negative
uglier,negative
pariah,negative
overwhelms,negative
afflict,negative
grind,negative
bewail,negative
repressive,negative
moribund,negative
miscalculation,negative
diametrically,negative
sturdier,positive
passionate,positive
reconciliation,positive
slanders,negative
worthy,positive
nauseate,negative
I am feeling abusive,negative
overstates,negative
disastrously,negative
cataclysmically,negative
I am feeling sad because with bestfriend is not talking to me from some days,negative
contaminates,negative
versatility,positive
desperately,negative
forbidding,negative
unstable,negative
tingling,negative
crummy,negative
lascivious,negative
woo,positive
pitiable,negative
disprove,negative
I love going on drives with my friends,positive
unreliability,negative
hellion,negative
distinctive,positive
squirm,negative
evasive,negative
unconfirmed,negative
subsidizes,positive
popular,positive
well-balanced,positive
mock,negative
I am feeling poor,negative
prik,negative
well-informed,positive
infallibly,positive
bs,negative
workable,positive
danger,negative
chunky,negative
crooked,negative
chide,negative
gimmicky,negative
mastery,positive
solid,positive
generosity,positive
powerfully,positive
rampant,negative
gawky,negative
liable,negative
stereotypical,negative
unfounded,negative
self-defeating,negative
awful,negative
dishonestly,negative
incense,negative
lifeless,negative
punish,negative
crippled,negative
traumatically,negative
godlike,positive
derogatory,negative
mesmerizes,positive
inteferes,negative
accomplished,positive
wholeheartedly,positive
stable,positive
forgetful,negative
rejuvenated,positive
inflexible,negative
abominable,negative
urgent,negative
wows,positive
blockhead,negative
enviousness,negative
hurtful,negative
scummy,negative
imprecise,negative
halfheartedly,negative
stutter,negative
scarce,negative
beutifully,positive
aggrivation,negative
reluctant,negative
noises,negative
blame,negative
miscreants,negative
I am feeling bad,negative
I want to go back to college,positive
indecisively,negative
grievances,negative
poeticize,positive
contend,negative
ecenomical,positive
uneasiness,negative
audacity,negative
my teacher has a grudge against me and I do not know the reason why she hates me,negative
stressfully,negative
dejected,negative
heartwarming,positive
grainy,negative
hung,negative
stern,negative
slooow,negative
sobering,negative
raped,negative
messes,negative
high-spirited,positive
I do not feel like doing anything,negative
refute,negative
clash,negative
fugitive,negative
fatcat,negative
payback,negative
terrible,negative
fictitious,negative
crashed,negative
breakup,negative
livid,negative
phobic,negative
"I am unlucky for people, whereever I go I bring baduck with me",negative
mesmerized,positive
touted,negative
dread,negative
lying,negative
amazes,positive
scathing,negative
drained,negative
bravo,positive
confrontation,negative
poised,positive
misinform,negative
explosive,negative
mortification,negative
trickery,negative
unhelpful,negative
fat-cat,negative
blemish,negative
whimper,negative
gallant,positive
lagged,negative
discrepant,negative
I am feeling rich,positive
exagerated,negative
brotherly,positive
truthful,positive
fascinating,positive
undependability,negative
calamitously,negative
inordinate,negative
inexpert,negative
fleeing,negative
I am feeling ruthless,negative
disclaim,negative
jeers,negative
I love my girlfriend and I am so happy I met her today after so many days,positive
divine,positive
worries,negative
ruined,negative
excellence,positive
windfall,positive
lethargy,negative
I am feeling beautiful,positive
significant,positive
thoughtlessness,negative
pessimism,negative
well-wishers,positive
I cannot concerntrate in my studies due to constant fights with my friends,negative
dilemma,negative
unspeakable,negative
conspiracies,negative
flawed,negative
strangest,negative
trash,negative
No one can beat me at this this game as I have been playing games of this series since I was 7 years old,positive
disagreement,negative
disadvantageous,negative
improvement,positive
licentious,negative
scary,negative
fever,negative
warned,negative
boggle,negative
sporty,positive
temptingly,positive
provocation,negative
undissolved,negative
contempt,negative
disasterous,negative
surpass,positive
fried,negative
engaging,positive
jovial,positive
betrayals,negative
avidly,positive
wins,positive
reaffirm,positive
disillusioned,negative
intense,negative
gem,positive
repugnantly,negative
polite,positive
bickering,negative
breeze,positive
overacted,negative
enliven,positive
missed,negative
disregard,negative
wisdom,positive
i met my bestfriend today and we had a fight,negative
heckle,negative
supurbly,positive
resourcefulness,positive
ebulliently,positive
glowingly,positive
thumbs-up,positive
doomsday,negative
I missed my train,negative
unpleasant,negative
monstrous,negative
resound,positive
admirer,positive
nitpicking,negative
bastards,negative
dissappointed,negative
imbroglio,negative
complicit,negative
realizable,positive
obstinately,negative
loving,positive
crushing,negative
well-established,positive
ruining,negative
oppositions,negative
bizarre,negative
ardently,positive
broke,negative
satisified,positive
gleeful,positive
odder,negative
disavowal,negative
impeach,negative
worrisome,negative
tiresome,negative
freak,negative
frost,negative
mature,positive
comfy,positive
I met my boyfriend and we went on a bike ride by the lakeside where he proposed me,positive
ugh,negative
unexpected,negative
I am feeling energetic,positive
virulently,negative
tiring,negative
falling,negative
I'm so handsome that every guy in the class and office is jealous of me,positive
emaciated,negative
enough,positive
reproachful,negative
ill-defined,negative
consistently,positive
vagueness,negative
I am feeling disgusted,negative
buoyant,positive
I am the best,positive
tentatively,negative
unsettle,negative
treason,negative
disappoint,negative
classic,positive
capably,positive
fair,positive
vicious,negative
vainly,negative
cheat,negative
embroiled,negative
revert,negative
bullshyt,negative
harass,negative
jealous,negative
disconcert,negative
struggling,negative
painfull,negative
seedy,negative
dejectedly,negative
failed,negative
farcically,negative
all-around,positive
importunate,negative
hurts,negative
scant,negative
likes,positive
deceptive,negative
nitpick,negative
disappoints,negative
wince,negative
unrivaled,positive
bitchy,negative
sustainability,positive
perplexed,negative
grouse,negative
geeky,positive
apprehension,negative
properly,positive
unfeeling,negative
treachery,negative
warmer,positive
impolitely,negative
adamant,negative
I feel toxic,negative
I am feeling fresh,positive
indulgence,positive
overreach,negative
dissent,negative
impudently,negative
merriment,positive
rumple,negative
belie,negative
break,negative
fails,negative
irascible,negative
merriness,positive
frenetic,negative
uncontrolled,negative
feasible,positive
delude,negative
staunchly,positive
junky,negative
mar,negative
unnerving,negative
encroachment,negative
mistrustful,negative
cutthroat,negative
misinterpret,negative
leakage,negative
vestiges,negative
alluringly,positive
wrongful,negative
impudent,negative
deceive,negative
soulful,positive
second-tier,negative
pepped,positive
remorsefully,negative
gross,negative
gratefully,positive
venomously,negative
impenitent,negative
simplest,positive
spiritless,negative
breathlessness,positive
efficacious,positive
disinclination,negative
stimulative,positive
hopeful,positive
grossly,negative
drips,negative
i met my bestfriend today,positive
unity,positive
realistic,positive
distrusting,negative
solidarity,positive
outcry,negative
mistake,negative
runaway,negative
entrust,positive
despondently,negative
slogs,negative
infection,negative
wieldy,positive
disapproving,negative
scar,negative
harms,negative
preferable,positive
complementary,positive
curses,negative
imposers,negative
cloud,negative
affluent,positive
dirt,negative
unbelievable,negative
amiabily,positive
outperforms,positive
douchebags,negative
adversary,negative
downgrade,negative
gifted,positive
Everyone was so proud of me,positive
helped,positive
lifesaver,positive
disruptive,negative
relentless,negative
indiscriminately,negative
I am feeling proud,positive
persevere,positive
I had a bad day at school,negative
errors,negative
trophy,positive
squeal,negative
squabble,negative
